income,expenses,debts,savings
52698,-3755,21046,54348
70880,25503,16623,43714
63774,37639,15595,24575
26442,26096,12229,0
35155,25337,20942,7723
64111,19585,23312,42194
35262,40033,21315,0
46630,35484,22212,8924
58250,38254,13206,18675
35474,12737,12499,21487
51580,28395,14218,21763
29989,27198,15192,1271
40979,27194,22155,11569
54796,23839,20829,28874
26105,26538,17692,0
56607,38496,7844,17326
49705,10871,6559,38178
58287,47772,16202,8894
53358,34838,19401,16579
70462,29576,14602,39425
51878,39068,24574,10352
43558,15481,9587,27118
51834,23352,8958,27586
58149,28789,11678,28192
50732,43655,11488,5928
50608,29535,17631,19309
39470,34500,12891,3680
40056,24104,7260,15226
28960,34868,19457,0
76243,46772,6200,28851
31342,39955,9643,0
39606,29185,6886,9732
39223,36754,16035,865
63423,35775,15930,26055
45575,35065,24582,8051
68716,41119,19569,25640
39897,41044,22208,0
54184,28728,16443,23811
37469,36418,10115,39
82177,26169,15640,54444
32186,20769,17962,9620
54647,27305,18519,25490
59506,29237,12637,29005
56206,13384,17443,41077
47220,38603,10334,7583
48052,2326,9783,44747
50657,57148,9421,0
47794,45018,15123,1263
64458,27389,9110,36158
83157,30094,12876,51775
41637,33029,19514,6656
29452,24108,9854,4358
48675,31926,12478,15501
88695,28560,15358,58599
37944,29057,16234,7263
74586,31814,12503,41521
75165,16864,18934,56407
41696,30395,17952,9505
58534,31634,20699,24830
74425,31288,14591,41677
44313,27841,12435,15228
46946,41378,11586,4409
41274,26463,16535,13157
34778,32273,13114,1193
40260,42972,12154,0
31640,29206,12758,1158
50511,32144,11581,17208
38450,29036,15995,7814
53506,42373,7937,10339
26661,27422,16515,0
54963,42833,18382,10291
62502,28964,12095,32328
20093,21405,24610,0
55610,36793,15088,17308
68415,26953,7193,40742
31855,36205,13593,0
75088,2705,15313,70851
56285,30052,17244,24508
39424,25403,13712,12649
49163,19367,9942,28801
58374,24467,9525,32954
51140,24262,11732,25704
58081,29520,12211,27339
36189,16326,9325,18930
52540,33162,11335,18244
28794,43662,18297,0
48331,32809,23242,13197
36441,38089,18777,0
38967,40945,21529,0
68541,42364,19870,24190
66369,48701,19165,15751
59137,25007,13311,32798
33615,22815,15704,9229
45253,37834,12896,6129
68196,37082,13904,29723
52125,37756,15340,12835
84789,48892,18567,34040
55899,30113,17116,24074
52880,34261,14190,17200
45363,20196,15277,23639
52003,51353,17167,0
47712,26634,18336,19244
60621,26917,7405,32963
64350,26532,9613,36856
38210,23551,20536,12605
30031,22705,14695,5856
22456,24762,12879,0
57619,16342,13682,39908
33449,22146,13681,9934
17706,49489,17789,0
55828,37356,9459,17526
87394,39259,15123,46622
49908,41772,16230,6513
62577,48341,16981,12537
51227,12285,16114,37330
48516,17701,17579,29057
63786,21962,12136,40610
45645,25302,10290,19314
54010,26994,27285,24287
54825,25530,13493,27945
39978,32193,14077,6377
64880,30352,18389,32689
47375,22771,22980,22306
38663,8244,12277,29191
58047,20071,10005,36975
36522,24507,8789,11136
50422,27529,22965,20596
49863,18703,9809,30179
66288,25091,14862,39710
57120,18690,10113,37418
49624,28741,7758,20107
62266,19269,13538,41643
70853,21510,10311,48311
58367,16913,11541,40299
50155,28464,25030,19188
30322,21335,17124,7274
34023,39067,19657,0
45421,34058,19123,9450
40857,29301,14495,10106
47195,22025,12801,23889
50849,33805,16244,15419
57945,36907,15842,19453
48942,31426,12155,16300
57297,46037,15649,9695
50967,34596,11468,15224
20368,39136,14142,0
35909,31335,13323,3241
47838,36756,8655,10216
31854,22032,3244,9497
58998,25416,10304,32551
72961,33493,24020,37066
68281,33420,13451,33515
46798,35076,18879,9834
72360,41003,4377,30919
52230,15750,9958,35484
44943,20255,8227,23865
40798,32295,13988,7104
45462,22756,27109,19995
44177,63777,17301,0
52556,35157,23478,15051
52408,29216,13727,21819
50045,24845,21824,23017
56554,25198,25366,28819
67859,30301,14453,36112
64243,31119,12303,31893
27726,25433,8410,1452
11691,27268,13454,0
64014,43442,15409,19031
29496,43845,25154,0
46628,32520,8525,13255
32448,16587,15298,14331
22970,35385,5928,0
58121,45542,12866,11292
61387,43697,16556,16034
41352,37344,17562,2251
11134,44224,17945,0
41806,30533,16987,9574
55877,36281,17902,17805
27816,23192,15228,3101
52750,32922,9760,18852
49770,43295,5741,5900
58689,24105,12266,33357
51793,21385,14326,28975
35403,30974,21269,2302
67948,27733,14496,38765
47622,36491,14017,9729
49590,25467,16927,22430
36000,47184,13649,0
43350,17103,19052,24341
36727,42537,24896,0
47405,22351,25953,22458
75675,12040,15485,62086
29421,32378,16684,0
25796,27453,22894,0
72067,18903,14250,51739
46860,13186,18395,31834
39963,29916,9324,9114
65598,39758,13445,24495
40915,35849,20780,2988
77390,30567,11409,45682
60168,34788,14359,23944
42681,29727,7128,12241
82359,15702,25028,64154
40914,15791,21315,22991
61131,27968,15940,31569
54489,28393,17537,24342
69526,38509,16979,29319
73422,37573,21921,33656
50480,36051,12405,13188
38698,27197,18661,9634
56899,16193,20387,38667
39834,34120,21076,3606
80200,35251,3703,44578
52048,6114,12003,44733
44520,21656,9904,21873
52770,23089,15747,28106
29793,31183,4919,0
35425,21966,4771,12981
68006,29618,25850,35803
40146,27894,18088,10443
34296,28408,15605,4327
58049,22836,16818,33531
67785,23610,15731,42601
60784,19197,19986,39588
64940,33800,11837,29956
38648,35711,15933,1343
28672,22293,16137,4765
72520,45206,9765,26337
45159,26853,21384,16167
46237,45301,12771,0
69922,23578,20087,44335
58343,9734,15574,47051
56838,34021,23167,20500
82475,32485,9793,49010
40347,30343,9576,9046
63917,23577,10471,39292
50855,29654,15666,19634
54028,24887,22707,26870
72927,26976,22965,43654
57617,38416,3450,18856
58074,31842,16248,24607
66087,36099,-1064,30094
44525,27681,18975,14946
37411,26579,20590,8773
34327,18465,14798,14382
20504,26299,15419,0
80843,-3211,15368,82517
33451,24097,11077,8246
46681,29181,17158,15784
45847,35636,13842,8826
54611,27313,19651,25332
62236,33476,14431,27316
62907,8202,10694,53635
41253,29431,7320,11090
47493,13204,5679,33721
54238,17916,21562,34165
46269,28128,12711,16869
74110,42762,16692,29678
57364,33712,23916,21260
61023,30182,12185,29622
59943,29804,11862,28952
67602,22863,14339,43305
52715,24560,15147,26640
30547,34273,24437,0
55995,16146,22829,37566
40229,35930,18104,2488
42070,26114,22247,13731
58795,38255,14108,19129
68574,39610,16495,27314
50319,13269,13492,35700
54632,24184,8548,29593
75533,21444,21019,51987
53611,11872,17658,39973
89025,19674,15090,67842
58482,54412,14987,2571
23588,36095,7468,0
61300,49172,10112,11116
55717,38290,16680,15759
69346,22581,12354,45529
60097,26182,13911,32523
47923,35884,14476,10591
31635,34375,11587,0
46864,24226,10160,21622
37242,14900,6938,21648
41292,62877,14267,0
58828,28588,18093,28430
75048,26742,6781,47627
55920,31133,14879,23299
32061,27572,16405,2848
56669,31227,10052,24436
67949,42869,22110,22869
40853,28754,13071,10791
47989,18372,14493,28167
50220,28383,14193,20417
38226,25355,6146,12256
59724,44238,20043,13481
48185,41711,10222,5451
56292,31075,13817,23835
36687,17212,17988,17676
43438,17741,22304,23466
60835,30151,9600,29724
44407,33363,12767,9767
75904,26253,21912,47459
44005,25198,17318,17075
53370,24072,18355,27462
63988,29766,9744,33247
28724,6172,13103,21241
23587,18986,14160,3185
27115,23729,10710,2315
68938,42075,6627,26200
41722,21861,12447,18616
88372,31804,21771,54390
41536,32265,15295,7741
52768,42979,21871,7601
73131,42625,15895,28916
80091,29424,11176,49549
80922,25245,21388,53538
68125,23361,16061,43157
65360,27589,19809,35790
58887,25659,9658,32262
61675,35536,20193,24119
41732,34203,20344,5494
37727,35918,16448,164
49949,42592,10965,6260
47447,48628,14769,0
43201,31246,18056,10149
60445,40994,16172,17833
64329,26483,18005,36045
51326,41850,20061,7469
72162,40615,11757,30371
32874,40084,9224,0
47095,30940,14812,14673
39247,23316,13351,14595
22001,16054,18929,4054
48759,29599,9627,18197
48173,45330,20101,832
72701,26901,21768,43623
59462,37851,15001,20110
34637,38439,15303,0
77811,27163,11162,49531
68315,43163,12286,23923
58731,913,12958,56522
46602,17772,22214,26608
35608,20843,14640,13301
44416,21802,8389,21775
66331,33362,16276,31341
78268,32900,19131,43454
73148,33939,14872,37721
42667,35960,22346,4472
33205,20498,18887,10818
52113,17818,9754,33319
23473,33963,12242,0
54847,23697,16131,29536
47785,14295,6669,32823
43009,39713,16681,1627
26079,43951,6192,0
57704,45571,20117,10121
42009,31870,19536,8185
32451,36259,17523,0
6916,43698,11620,0
49587,23585,15851,24416
76583,41106,12433,34233
74918,32753,9845,41180
43143,39137,13306,2675
40966,31860,18491,7256
57031,42962,15219,12547
35024,32235,22253,563
54526,15160,18828,37483
61491,44519,18293,15142
68403,20524,6955,47183
48497,42530,13574,4609
46944,29097,9678,16879
36830,41760,14084,0
37596,41347,11533,0
46602,34301,13111,10989
55510,35085,20305,18394
63703,34226,17376,27739
37952,9861,20035,26087
72390,31183,6996,40507
45933,18839,15289,25565
49679,31711,19833,15984
38791,18570,22531,17967
13636,18150,7259,0
63260,46049,13242,15886
61052,40694,20171,18340
45780,29958,14038,14418
51004,31847,10447,18112
57739,27520,7250,29494
26561,35698,10256,0
42064,23239,6555,18169
61913,39937,15292,20446
31185,27469,19481,1767
54403,25801,8695,27732
29651,30217,16288,0
56996,24088,19226,30985
49465,33286,14986,14680
25773,24626,6946,452
67471,34685,16931,31092
38981,42160,14726,0
37846,22806,14217,13618
53008,28694,12265,23087
67229,34613,15433,31072
34762,25641,17549,7366
50925,34643,26953,13586
56432,35553,15561,19322
60396,40832,22555,17308
52646,23940,16788,27027
44494,20572,14502,22471
37586,26924,15742,9087
51292,20322,8891,30080
33917,35644,16529,0
6179,18382,5039,0
56548,53330,10686,2149
63559,42959,15549,19045
14556,30125,20969,0
34854,38673,22153,0
59287,13631,13817,44274
80862,55233,15778,24051
50311,24097,19921,24221
39079,28795,8352,9448
47256,11440,17023,34113
70623,34862,10860,34675
40310,18936,14140,19960
38012,31016,12704,5725
42758,24557,17176,16483
35700,19222,17751,14702
51840,21956,19455,27938
74370,32257,16740,40439
54846,17185,15858,36075
46214,22511,24270,21276
45622,36632,7378,8252
26552,56024,23478,0
63246,34775,13550,27116
48832,20827,17854,26219
47292,26328,13371,19626
97896,30315,11487,66432
54481,26505,17422,26233
38723,39030,20210,0
43604,32174,17365,9693
67226,39078,12289,26919
51699,26855,33056,21538
28425,43255,20992,0
63788,28335,19666,33486
39977,20288,13235,18365
78099,51773,11874,25138
66200,11750,13600,53090
43290,22612,20407,18637
69215,23729,10046,44481
51017,55083,9658,0
62791,48068,17697,12953
57270,44939,16595,10671
37304,26693,11148,9496
40346,54261,9543,0
65449,33683,22189,29547
44978,39772,16785,3527
43945,31796,8182,11330
35673,29505,8531,5314
56353,27482,13192,27551
80937,27903,18664,51167
33987,36084,17975,0
50363,33671,20658,14626
71183,29685,7548,40743
48805,45095,16119,2098
56785,332,22129,54240
34064,35098,21664,0
56424,37177,16794,17567
47192,41469,26740,3049
64785,29351,18046,33629
67810,32079,20213,33709
88843,39859,15222,47461
58694,44911,11095,12673
54886,26994,10623,26829
52915,32669,15908,18655
44702,46785,13942,0
55077,8759,6157,45702
45568,23099,9871,21481
52526,44658,13407,6527
69763,40925,18636,26974
34901,35224,14919,0
67098,25514,14639,40120
69756,21181,10065,47568
48228,24087,15115,22629
18172,45480,21595,0
40882,23715,15777,15589
69454,31014,7463,37693
49656,22462,8742,26319
35010,38427,17943,0
42428,24612,13878,16428
62609,29024,14627,32122
58201,13166,11936,43841
46416,13866,17517,30798
44497,30076,13495,13071
44123,16748,14066,25968
36163,51050,10743,0
74230,9384,19608,62885
45165,21998,13894,21777
68257,30167,18039,36286
72819,26348,9032,45567
64974,18958,23669,43649
43525,20420,21386,20966
56055,20093,5451,35416
49637,27132,10990,21406
36444,49519,17388,0
54865,30779,8401,23245
32314,41829,14342,0
67815,35069,17133,31032
43030,41138,14076,484
53017,2000,17694,49247
54249,26955,11533,26140
46116,43071,3779,2667
58800,24282,19910,32527
42876,47624,19879,0
63069,44838,27518,15479
29810,25308,3964,4105
51895,24968,18754,25051
79083,19863,5156,58704
34995,23704,23782,8912
39833,17674,17439,20415
57708,34288,10240,22396
52693,15439,18901,35363
55259,36037,12234,17998
57337,36280,16502,19406
59520,13387,16029,44530
66645,45498,23720,18775
56147,35136,24074,18603
46381,37496,12013,7683
60088,22413,20290,35646
78498,36223,16774,40597
48010,41263,7936,5953
35382,29013,11518,5217
66606,50019,26680,13919
48194,30440,16789,16075
17409,41407,19998,0
62711,32930,13939,28387
41970,35855,12300,4885
48642,13286,15136,33842
54979,33710,13669,19902
52857,22650,7533,29453
60641,21536,9983,38106
43467,47441,18539,0
57696,27862,13096,28524
46106,19966,15128,24627
61082,26408,16174,33056
59230,16995,16565,40578
35968,44338,20732,0
66289,23043,9506,42295
41960,35292,17851,4882
62120,43561,18775,16681
55509,24998,19929,28518
77572,35320,7935,41458
46648,19699,16274,25321
44760,54457,23580,0
49708,39363,14504,8894
45452,28073,17417,15637
61999,22271,18901,37837
25755,28860,9872,0
34194,26600,24169,5177
33982,49529,17497,0
64254,17744,17597,44750
75659,31348,6689,43642
48433,29816,18972,16719
47467,28825,17532,16888
51050,28913,23120,19825
67428,28839,13443,37244
36089,38730,10061,0
53575,36089,11588,16327
64627,34189,12475,29190
57516,-339,9405,56914
52843,32997,21450,17701
65015,13443,21638,49408
9451,36463,14021,0
60168,44744,13036,14120
40188,20737,5922,18858
22540,27382,18479,0
57668,24006,23267,31335
70604,42354,11814,27068
47938,30950,14416,15546
64293,47283,17171,15292
74184,34137,23622,37684
69723,32424,15998,35699
74599,30682,15977,42319
61131,38179,15896,21362
51131,12623,7874,37720
25970,30853,7766,0
46309,29299,10960,15914
37351,37254,20064,0
82564,28122,13323,53109
47361,19612,12351,26513
51848,30073,12264,20548
58272,19171,14311,37669
50654,10747,23510,37556
75425,37271,14244,36729
40660,35790,11068,3763
52919,34670,15126,16736
38862,43029,23775,0
30199,23349,12485,5601
40823,15688,9094,24225
49444,29299,12495,18895
43560,26524,15643,15471
39613,21577,18441,16191
28905,29201,20034,0
48753,23883,9771,23892
27429,11639,10245,14765
61400,25588,13383,34473
51236,18636,18422,30757
28136,32316,8699,0
45361,23439,11963,20725
38717,41116,12036,0
54787,46038,19708,6778
70106,36793,17641,31548
21872,14489,19518,5431
51725,45051,21693,4504
47598,45757,13471,493
60070,30187,9062,28976
53197,43229,9095,9058
38720,24483,5809,13656
45214,11337,12706,32606
38059,22397,13078,14354
66140,47293,18937,16953
50319,15089,15084,33721
78517,29995,12548,47267
49090,30341,14420,17307
39373,24870,9805,13522
27294,25564,20127,0
22952,30722,11070,0
26237,24378,9300,929
54006,15779,19089,36318
57630,32150,17870,23693
26282,40733,6381,0
63425,38695,19275,22802
42754,21902,11292,19722
52201,17487,13129,33401
74183,27158,15935,45431
63452,45677,17933,15981
45972,36455,17227,7794
36632,37039,14750,0
17722,38898,12876,0
39212,34207,17061,3298
46833,31206,14408,14186
35192,36623,24026,0
48031,24538,17932,21699
51152,15855,10382,34258
46627,37229,12612,8136
40249,42377,15240,0
52529,18817,21497,31562
56629,38219,22055,16204
33644,46807,13019,0
71163,29977,10331,40152
48521,21819,9692,25732
50282,31230,16262,17425
60623,24494,26518,33477
53498,23832,17695,27896
64297,34331,7030,29263
54306,13962,11369,39207
40813,15560,11880,24065
55422,30192,10889,24141
32844,29776,13060,1762
51628,33435,16846,16508
49501,48752,18409,0
46878,31045,20458,13787
48071,35981,17621,10327
21772,20244,5229,1005
41769,37679,9713,3118
51392,24736,14209,25235
52397,30714,15736,20109
34584,28911,19307,3742
68985,40329,15215,27134
37007,16900,15253,18581
64541,7167,16188,55755
56407,27865,13724,27169
40306,34685,15434,4077
76629,31522,20629,43044
32095,42322,14580,0
63787,34373,14848,27929
65008,24361,14832,39163
39940,6745,21488,31046
70886,27626,9459,42314
46249,40279,23879,3582
54330,26079,9118,27339
53904,30283,11728,22448
47985,34213,18723,11899
62162,19847,20151,40299
61902,36232,7982,24871
23772,46371,9536,0
69565,28271,16389,39655
25062,18709,26722,3680
65488,29333,21231,34031
66900,7756,13759,57768
